price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,semi-furnished,unfurnished,areaperbedroom,bbratio
4907000,4200,3,1,2,1,0,0,0,0,1,0,0,0,1400.0,0.3333333333333333
7490000,6600,3,1,4,1,0,0,0,1,3,1,0,0,2200.0,0.3333333333333333
8645000,8050,3,1,1,1,1,1,0,1,1,0,0,0,2683.333333333333,0.3333333333333333
3815000,3150,2,2,1,0,0,1,0,0,0,0,1,0,1575.0,1.0
3675000,5640,2,1,1,0,0,0,0,0,0,0,1,0,2820.0,0.5
3920000,2145,4,2,1,1,0,1,0,0,0,1,0,1,536.25,0.5
3423000,4040,2,1,1,1,0,0,0,0,0,0,0,1,2020.0,0.5
5033000,4800,2,1,1,1,1,1,0,0,0,0,1,0,2400.0,0.5
3500000,12944,3,1,1,1,0,0,0,0,0,0,0,1,4314.666666666667,0.3333333333333333
5600000,6360,3,1,3,1,0,0,0,0,0,1,1,0,2120.0,0.3333333333333333
4550000,5320,3,1,2,1,1,1,0,0,0,1,1,0,1773.333333333333,0.3333333333333333
2408000,3635,2,1,1,0,0,0,0,0,0,0,0,1,1817.5,0.5
1855000,2990,2,1,1,0,0,0,0,0,1,0,0,1,1495.0,0.5
3010000,5076,3,1,1,0,0,0,0,0,0,0,0,1,1692.0,0.3333333333333333
3220000,4370,3,1,2,1,0,0,0,0,0,0,0,1,1456.666666666667,0.3333333333333333
3675000,3600,2,1,1,1,0,0,0,0,0,0,0,0,1800.0,0.5
7070000,6240,4,2,2,1,0,0,0,1,1,0,0,0,1560.0,0.5
4515000,9860,3,1,1,1,0,0,0,0,0,0,1,0,3286.666666666666,0.3333333333333333
4130000,4632,4,1,2,1,0,0,0,1,0,0,1,0,1158.0,0.25
1820000,3000,2,1,1,1,0,1,0,0,2,0,0,1,1500.0,0.5
2940000,6615,3,1,2,1,0,0,0,0,0,0,1,0,2205.0,0.3333333333333333
3234000,3640,4,1,2,1,0,1,0,0,0,0,0,1,910.0,0.25
4550000,3520,3,1,1,1,0,0,0,0,0,1,1,0,1173.3333333333333,0.3333333333333333
3010000,3750,3,1,2,1,0,0,0,0,0,0,0,1,1250.0,0.3333333333333333
3115000,3850,3,1,2,1,0,0,0,0,0,0,0,1,1283.3333333333333,0.3333333333333333
3220000,4320,3,1,1,0,0,0,0,0,1,0,0,1,1440.0,0.3333333333333333
3360000,4960,4,1,3,0,0,0,0,0,0,0,1,0,1240.0,0.25
2975000,4352,4,1,2,0,0,0,0,0,1,0,0,1,1088.0,0.25
5950000,6254,4,2,1,1,0,1,0,0,1,1,1,0,1563.5,0.5
3500000,3990,3,1,2,1,0,0,0,0,0,0,1,0,1330.0,0.3333333333333333
4060000,5900,4,2,2,0,0,1,0,0,1,0,0,1,1475.0,0.5
7700000,6000,4,2,4,1,0,0,0,0,2,0,1,0,1500.0,0.5
2485000,4400,3,1,2,1,0,0,0,0,0,0,0,1,1466.666666666667,0.3333333333333333
6195000,5500,3,2,4,1,1,0,0,1,1,0,1,0,1833.333333333333,0.6666666666666666
3430000,3850,3,1,1,1,0,0,0,0,0,0,0,1,1283.3333333333333,0.3333333333333333
4900000,6300,3,1,1,1,0,0,0,1,2,0,1,0,2100.0,0.3333333333333333
3780000,3420,2,1,2,1,0,0,1,0,1,0,1,0,1710.0,0.5
3850000,3180,2,2,1,1,0,1,0,0,2,0,1,0,1590.0,1.0
4340000,4500,3,2,3,1,0,0,1,0,1,0,0,0,1500.0,0.6666666666666666
5285000,4600,2,2,1,1,0,0,0,1,2,0,1,0,2300.0,1.0
8890000,4600,3,2,2,1,1,0,0,1,2,0,0,0,1533.333333333333,0.6666666666666666
3290000,3180,4,1,2,1,0,1,0,1,0,0,0,1,795.0,0.25
2852500,5200,4,1,3,1,0,0,0,0,0,0,0,1,1300.0,0.25
6790000,4000,3,2,2,1,0,1,0,1,0,1,1,0,1333.3333333333333,0.6666666666666666
4410000,4900,2,1,2,1,0,1,0,0,0,0,1,0,2450.0,0.5
5145000,3410,3,1,2,0,0,0,0,1,0,0,1,0,1136.6666666666667,0.3333333333333333
5943000,15600,3,1,1,1,0,0,0,1,2,0,1,0,5200.0,0.3333333333333333
2275000,1836,2,1,1,0,0,1,0,0,0,0,1,0,918.0,0.5
6650000,6000,3,2,3,1,1,0,0,1,0,0,0,0,2000.0,0.6666666666666666
3500000,4600,4,1,2,1,0,0,0,0,0,0,1,0,1150.0,0.25
3500000,5900,2,1,1,1,0,0,0,0,1,0,0,0,2950.0,0.5
3500000,3600,6,1,2,1,0,0,0,0,1,0,0,1,600.0,0.16666666666666666
1960000,3420,5,1,2,0,0,0,0,0,0,0,0,1,684.0,0.2
3773000,6930,4,1,2,0,0,0,0,0,1,0,0,0,1732.5,0.25
4200000,3520,3,1,2,1,0,0,0,0,0,1,1,0,1173.3333333333333,0.3333333333333333
5600000,10500,2,1,1,1,0,0,0,0,1,0,1,0,5250.0,0.5
3850000,2176,2,1,2,1,1,0,0,0,0,1,1,0,1088.0,0.5
4375000,3900,3,1,2,1,0,0,0,0,0,0,0,1,1300.0,0.3333333333333333
5215000,4500,4,2,1,0,0,1,0,1,2,0,1,0,1125.0,0.5
8190000,5960,3,3,2,1,1,1,0,0,1,0,0,1,1986.666666666667,1.0
2310000,3180,2,1,1,1,0,0,0,0,0,0,0,1,1590.0,0.5
3115000,3000,3,1,1,0,0,0,0,1,0,0,0,1,1000.0,0.3333333333333333
3990000,6480,3,1,2,0,0,0,0,1,1,0,1,0,2160.0,0.3333333333333333
4620000,5680,3,1,2,1,1,0,0,1,1,0,1,0,1893.333333333333,0.3333333333333333
4095000,4040,2,1,2,1,0,0,0,0,1,0,1,0,2020.0,0.5
2940000,4960,2,1,1,1,0,0,0,0,0,0,0,1,2480.0,0.5
6405000,4800,3,2,4,1,1,0,0,1,0,0,0,0,1600.0,0.6666666666666666
4193000,8250,3,1,1,1,0,1,0,0,3,0,1,0,2750.0,0.3333333333333333
5530000,3300,3,3,2,1,0,1,0,0,0,0,1,0,1100.0,1.0
4165000,4840,3,1,2,1,0,0,0,0,1,0,1,0,1613.333333333333,0.3333333333333333
4900000,12900,3,1,1,1,0,0,0,0,2,0,0,0,4300.0,0.3333333333333333
4655000,3745,3,1,2,1,0,1,0,0,0,0,0,0,1248.3333333333333,0.3333333333333333
3773000,2520,5,2,1,0,0,1,0,1,1,0,0,0,504.0,0.4
3150000,4095,2,1,1,1,0,0,0,0,2,0,1,0,2047.5,0.5
5460000,6210,4,1,4,1,1,0,0,1,0,0,0,0,1552.5,0.25
4900000,4770,3,1,1,1,1,1,0,0,0,0,1,0,1590.0,0.3333333333333333
5040000,3540,2,1,1,0,1,1,0,0,0,0,1,0,1770.0,0.5
4340000,1905,5,1,2,0,0,1,0,0,0,0,1,0,381.0,0.2
5600000,10500,4,2,2,1,0,0,0,0,1,0,1,0,2625.0,0.5
4270000,4360,4,1,2,1,0,0,0,0,0,0,0,0,1090.0,0.25
4200000,7000,3,1,1,1,0,0,0,0,3,0,0,0,2333.333333333333,0.3333333333333333
4270000,6360,2,1,2,1,0,0,0,0,0,0,0,1,3180.0,0.5
2940000,3150,3,1,2,0,0,0,0,0,0,0,0,1,1050.0,0.3333333333333333
3143000,4500,3,1,2,1,0,0,0,1,0,0,0,1,1500.0,0.3333333333333333
4585000,4000,3,1,2,1,0,0,0,0,1,0,0,0,1333.3333333333333,0.3333333333333333
3080000,2160,3,1,2,0,0,1,0,0,0,0,1,0,720.0,0.3333333333333333
3150000,9000,3,1,2,1,0,0,0,0,2,0,1,0,3000.0,0.3333333333333333
4690000,5400,2,1,2,1,0,0,0,0,0,1,1,0,2700.0,0.5
4270000,2175,3,1,2,0,1,1,0,1,0,0,0,1,725.0,0.3333333333333333
2450000,3240,2,1,1,0,1,0,0,0,1,0,0,1,1620.0,0.5
4760000,9166,2,1,1,1,0,1,0,1,2,0,1,0,4583.0,0.5
6685000,6600,2,2,4,1,0,1,0,0,0,1,0,0,3300.0,1.0
1890000,3649,2,1,1,1,0,0,0,0,0,0,0,1,1824.5,0.5
4200000,5850,2,1,1,1,1,1,0,0,2,0,1,0,2925.0,0.5
3850000,7152,3,1,2,1,0,0,0,1,0,0,0,0,2384.0,0.3333333333333333
2450000,4840,2,1,2,1,0,0,0,0,0,0,0,1,2420.0,0.5
3150000,3986,2,2,1,0,1,1,0,0,1,0,0,1,1993.0,1.0
3010000,3630,4,1,2,1,0,0,0,0,3,0,1,0,907.5,0.25
3395000,3640,2,1,1,1,0,0,0,0,0,0,0,0,1820.0,0.5
4900000,4095,3,1,2,0,1,1,0,1,0,0,1,0,1365.0,0.3333333333333333
3150000,3450,3,1,2,1,0,1,0,0,0,0,1,0,1150.0,0.3333333333333333
2835000,2640,2,1,1,0,0,0,0,0,1,0,0,0,1320.0,0.5
2100000,3000,4,1,2,1,0,0,0,0,0,0,0,1,750.0,0.25
3885000,3780,2,1,2,1,1,1,0,0,0,0,1,0,1890.0,0.5
2590000,4400,2,1,1,1,0,0,0,0,0,0,0,1,2200.0,0.5
7350000,6000,3,1,2,1,0,0,0,1,1,0,0,1,2000.0,0.3333333333333333
9310000,6550,4,2,2,1,0,0,0,1,1,1,1,0,1637.5,0.5
2450000,3000,2,1,1,1,0,0,0,0,1,0,0,1,1500.0,0.5
2345000,3640,2,1,1,1,0,0,0,0,0,0,0,1,1820.0,0.5
3129000,5495,3,1,1,1,0,1,0,0,0,0,0,1,1831.666666666667,0.3333333333333333
3003000,8050,2,1,1,1,0,0,0,0,0,0,0,1,4025.0,0.5
5873000,5500,3,1,3,1,1,0,0,1,1,0,0,0,1833.333333333333,0.3333333333333333
6020000,6900,3,2,1,1,1,1,0,0,0,1,0,1,2300.0,0.6666666666666666
5215000,3180,3,2,2,1,0,0,0,0,2,0,1,0,1060.0,0.6666666666666666
6160000,4500,3,1,4,1,0,0,0,1,0,0,0,1,1500.0,0.3333333333333333
4095000,3680,3,2,2,1,0,0,0,0,0,0,1,0,1226.6666666666667,0.6666666666666666
5873000,11460,3,1,3,1,0,0,0,0,2,1,1,0,3820.0,0.3333333333333333
5600000,5000,3,1,4,1,0,0,0,0,0,0,0,0,1666.666666666667,0.3333333333333333
4585000,3840,3,1,2,1,0,0,0,0,1,1,1,0,1280.0,0.3333333333333333
5740000,6360,3,1,1,1,1,1,0,1,2,1,0,0,2120.0,0.3333333333333333
4473000,3162,3,1,2,1,0,0,0,1,1,0,0,0,1054.0,0.3333333333333333
4550000,3640,3,1,2,1,0,0,0,1,0,0,0,0,1213.3333333333333,0.3333333333333333
4767000,3420,4,2,2,1,0,0,0,0,0,0,1,0,855.0,0.5
5390000,6710,3,2,2,1,1,1,0,0,1,1,0,0,2236.6666666666665,0.6666666666666666
2730000,6800,2,1,1,1,0,0,0,0,0,0,0,1,3400.0,0.5
3500000,4240,3,1,2,1,0,0,0,1,0,0,1,0,1413.333333333333,0.3333333333333333
4165000,4046,3,1,2,1,0,1,0,0,1,0,1,0,1348.6666666666667,0.3333333333333333
3703000,5450,2,1,1,1,0,0,0,0,0,0,0,0,2725.0,0.5
9800000,13200,3,1,2,1,0,1,0,1,2,1,0,0,4400.0,0.3333333333333333
5320000,7800,3,1,1,1,0,1,0,1,2,1,0,1,2600.0,0.3333333333333333
4970000,4410,4,3,2,1,0,1,0,0,2,0,1,0,1102.5,0.75
3255000,4500,2,1,1,0,0,0,0,0,0,0,1,0,2250.0,0.5
4165000,4080,3,1,2,1,0,0,0,0,2,0,1,0,1360.0,0.3333333333333333
2604000,2910,2,1,1,0,0,0,0,0,0,0,0,1,1455.0,0.5
3920000,3000,3,1,2,1,0,0,0,0,0,0,1,0,1000.0,0.3333333333333333
4007500,3460,4,1,2,1,0,0,0,1,0,0,1,0,865.0,0.25
3920000,3290,2,1,1,1,0,0,1,0,1,0,0,0,1645.0,0.5
6195000,5500,3,2,1,1,1,1,0,0,2,1,0,0,1833.333333333333,0.6666666666666666
3010000,3240,3,1,2,1,0,0,0,0,2,0,1,0,1080.0,0.3333333333333333
5530000,6100,3,2,1,1,0,1,0,0,2,1,0,0,2033.333333333333,0.6666666666666666
1750000,3620,2,1,1,1,0,0,0,0,0,0,0,1,1810.0,0.5
8463000,6000,3,2,4,1,1,1,0,1,0,1,1,0,2000.0,0.6666666666666666
4473000,6360,2,1,1,1,0,1,0,1,1,0,0,0,3180.0,0.5
6300000,7200,3,2,1,1,0,1,0,1,3,0,1,0,2400.0,0.6666666666666666
2940000,3600,3,1,2,0,0,0,0,0,1,0,0,1,1200.0,0.3333333333333333
6230000,5500,3,1,3,1,0,0,0,0,1,1,0,1,1833.333333333333,0.3333333333333333
3990000,4500,3,2,2,0,0,1,0,1,0,0,1,0,1500.0,0.6666666666666666
3920000,5500,4,1,2,1,1,1,0,0,0,0,1,0,1375.0,0.25
3150000,1650,3,1,2,0,0,1,0,0,0,0,0,1,550.0,0.3333333333333333
5530000,3650,3,2,2,1,0,0,0,0,2,0,1,0,1216.6666666666667,0.6666666666666666
5810000,4800,3,1,3,1,0,0,0,1,0,0,0,1,1600.0,0.3333333333333333
8295000,4880,4,2,2,1,0,0,0,1,1,1,0,0,1220.0,0.5
5880000,7160,3,1,1,1,0,1,0,0,2,1,0,1,2386.6666666666665,0.3333333333333333
1890000,1700,3,1,2,1,0,0,0,0,0,0,0,1,566.6666666666666,0.3333333333333333
4690000,9667,4,2,2,1,1,1,0,0,1,0,1,0,2416.75,0.5
2520000,3180,3,1,1,0,0,0,0,0,0,0,0,1,1060.0,0.3333333333333333
7035000,6360,4,2,3,1,0,0,0,1,2,1,0,0,1590.0,0.5
3640000,3570,3,1,2,1,0,1,0,0,0,0,1,0,1190.0,0.3333333333333333
5250000,3800,3,1,2,1,1,1,0,0,1,1,0,1,1266.6666666666667,0.3333333333333333
6650000,5700,3,1,1,1,1,1,0,1,2,1,0,0,1900.0,0.3333333333333333
5565000,4400,4,1,2,1,0,0,0,1,2,1,1,0,1100.0,0.25
7420000,6325,3,1,4,1,0,0,0,1,1,0,0,1,2108.333333333333,0.3333333333333333
2380000,3264,2,1,1,1,0,0,0,0,0,0,0,1,1632.0,0.5
5600000,5500,3,2,2,1,0,0,0,0,1,0,1,0,1833.333333333333,0.6666666666666666
5565000,5400,5,1,2,1,1,1,0,1,0,1,0,0,1080.0,0.2
4900000,2970,3,1,3,1,0,0,0,0,0,0,1,0,990.0,0.3333333333333333
2835000,3300,3,1,2,0,0,0,0,0,1,0,1,0,1100.0,0.3333333333333333
3500000,9500,3,1,2,1,0,0,0,0,3,1,0,1,3166.666666666666,0.3333333333333333
5110000,6100,3,1,1,1,0,1,0,1,0,1,1,0,2033.333333333333,0.3333333333333333
4007500,4500,3,1,2,0,0,1,0,1,0,0,1,0,1500.0,0.3333333333333333
4340000,4075,3,1,1,1,1,1,0,0,2,0,1,0,1358.3333333333333,0.3333333333333333
2695000,4000,2,1,1,1,0,0,0,0,0,0,0,1,2000.0,0.5
3640000,2275,3,1,3,1,0,0,1,1,0,1,1,0,758.3333333333335,0.3333333333333333
4515000,3510,3,1,3,1,0,0,0,0,0,0,1,0,1170.0,0.3333333333333333
6419000,6750,2,1,1,1,1,1,0,0,2,1,0,0,3375.0,0.5
8400000,8875,3,1,1,1,0,0,0,0,1,0,1,0,2958.333333333333,0.3333333333333333
3640000,5960,3,1,2,1,1,1,0,0,0,0,0,1,1986.666666666667,0.3333333333333333
8575000,8800,3,2,2,1,0,0,0,1,2,0,0,0,2933.333333333333,0.6666666666666666
4620000,5010,3,1,2,1,0,1,0,0,0,0,1,0,1670.0,0.3333333333333333
3710000,4050,2,1,1,1,0,0,0,0,0,0,0,0,2025.0,0.5
5250000,6540,4,2,2,0,0,0,0,1,0,0,1,0,1635.0,0.5
2520000,3000,2,1,2,1,0,0,0,0,0,0,0,0,1500.0,0.5
7350000,6000,3,2,2,1,1,0,0,1,1,0,1,0,2000.0,0.6666666666666666
4200000,4410,2,1,1,0,0,0,0,0,1,0,0,1,2205.0,0.5
5460000,6600,4,2,2,1,1,1,0,0,0,1,1,0,1650.0,0.5
4130000,5985,3,1,1,1,0,1,0,0,0,0,1,0,1995.0,0.3333333333333333
6300000,4100,3,2,3,1,0,0,0,1,2,0,1,0,1366.6666666666667,0.6666666666666666
4060000,4340,3,1,1,1,0,0,0,0,0,0,1,0,1446.666666666667,0.3333333333333333
3465000,5320,2,1,1,1,0,0,0,0,1,1,0,1,2660.0,0.5
5866000,4800,3,1,1,1,1,1,0,0,0,0,0,1,1600.0,0.3333333333333333
6629000,6000,3,1,2,1,0,0,1,0,1,1,1,0,2000.0,0.3333333333333333
2100000,2400,3,1,2,1,0,0,0,0,0,0,0,1,800.0,0.3333333333333333
3780000,8400,2,1,1,1,0,0,0,0,1,0,0,0,4200.0,0.5
5250000,8400,3,1,2,1,1,1,0,1,2,1,0,1,2800.0,0.3333333333333333
3500000,3036,3,1,2,1,0,1,0,0,0,0,1,0,1012.0,0.3333333333333333
3640000,3000,2,1,2,1,0,0,0,1,0,0,0,0,1500.0,0.5
6293000,6600,3,2,3,1,0,0,0,1,0,1,0,1,2200.0,0.6666666666666666
12215000,7500,4,2,2,1,0,1,0,1,3,1,0,0,1875.0,0.5
8855000,6420,3,2,2,1,0,0,0,1,1,1,1,0,2140.0,0.6666666666666666
12250000,9960,3,2,2,1,0,1,0,0,2,1,1,0,3320.0,0.6666666666666666
1750000,3850,3,1,2,1,0,0,0,0,0,0,0,1,1283.3333333333333,0.3333333333333333
4550000,2550,3,1,2,1,0,1,0,0,0,0,0,0,850.0,0.3333333333333333
6650000,6420,3,2,3,1,0,0,0,1,0,1,0,0,2140.0,0.6666666666666666
6580000,6000,3,2,4,1,0,0,0,1,0,0,1,0,2000.0,0.6666666666666666
5950000,3700,4,1,2,1,1,0,0,1,0,0,0,0,925.0,0.25
3150000,3500,2,1,1,0,0,1,0,0,0,0,1,0,1750.0,0.5
2660000,2800,3,1,1,1,0,0,0,0,0,0,0,1,933.3333333333335,0.3333333333333333
5110000,3000,3,2,2,1,1,1,0,0,0,0,0,0,1000.0,0.6666666666666666
3465000,2145,3,1,3,1,0,0,0,0,0,1,0,0,715.0,0.3333333333333333
4193000,3450,3,1,2,1,0,0,0,0,1,0,1,0,1150.0,0.3333333333333333
5250000,4260,4,1,2,1,0,1,0,1,0,0,0,0,1065.0,0.25
5600000,5136,3,1,2,1,1,1,0,1,0,1,0,1,1712.0,0.3333333333333333
3360000,3720,2,1,1,0,0,0,0,1,0,0,0,1,1860.0,0.5
2961000,3000,2,1,2,1,0,0,0,0,0,0,1,0,1500.0,0.5
3836000,3350,3,1,2,1,0,0,0,0,0,0,0,1,1116.6666666666667,0.3333333333333333
6510000,3760,3,1,2,1,0,0,1,0,2,0,1,0,1253.3333333333333,0.3333333333333333
4305000,10360,2,1,1,1,0,0,0,0,1,1,1,0,5180.0,0.5
5950000,6525,3,2,4,1,0,0,0,0,1,0,0,0,2175.0,0.6666666666666666
4403000,2880,3,1,2,1,0,0,0,0,0,1,1,0,960.0,0.3333333333333333
2380000,2475,3,1,2,1,0,0,0,0,0,0,0,0,825.0,0.3333333333333333
3150000,3450,1,1,1,1,0,0,0,0,0,0,0,0,3450.0,1.0
3360000,4750,2,1,1,1,0,0,0,0,0,0,0,1,2375.0,0.5
4830000,4815,2,1,1,1,0,0,0,1,0,1,1,0,2407.5,0.5
6475000,7410,3,1,1,1,1,1,0,1,2,1,0,1,2470.0,0.3333333333333333
4445000,3750,2,1,1,1,1,1,0,0,0,0,1,0,1875.0,0.5
3570000,4500,4,2,2,1,0,1,0,0,2,0,0,0,1125.0,0.5
9240000,3500,4,2,2,1,0,0,1,0,2,0,0,0,875.0,0.5
4270000,6360,2,1,1,1,0,0,0,0,0,0,0,0,3180.0,0.5
10150000,8580,4,3,4,1,0,0,0,1,2,1,1,0,2145.0,0.75
4900000,5400,4,1,2,1,0,0,0,0,0,0,1,0,1350.0,0.25
3850000,4080,2,1,1,1,0,0,0,0,0,0,1,0,2040.0,0.5
7350000,5150,3,2,4,1,0,0,0,1,2,0,1,0,1716.666666666667,0.6666666666666666
5040000,7600,4,1,2,1,0,0,0,1,2,0,0,0,1900.0,0.25
3430000,1950,3,2,2,1,0,1,0,0,0,1,0,1,650.0,0.6666666666666666
4277000,3400,3,1,2,1,0,1,0,0,2,1,1,0,1133.3333333333333,0.3333333333333333
5495000,7980,3,1,1,1,0,0,0,0,2,0,1,0,2660.0,0.3333333333333333
9100000,6600,4,2,2,1,1,1,0,1,1,1,0,1,1650.0,0.5
8400000,7000,3,1,4,1,0,0,0,1,2,0,1,0,2333.333333333333,0.3333333333333333
2135000,3000,2,1,1,0,0,0,0,0,0,0,0,1,1500.0,0.5
9240000,7800,3,2,2,1,0,0,0,0,0,1,1,0,2600.0,0.6666666666666666
5075000,5720,2,1,2,1,0,0,0,1,0,1,0,1,2860.0,0.5
3430000,4000,2,1,1,1,0,0,0,0,0,0,0,1,2000.0,0.5
5803000,7000,3,1,1,1,0,1,0,0,2,1,1,0,2333.333333333333,0.3333333333333333
4900000,5800,2,1,1,1,1,1,0,1,0,0,1,0,2900.0,0.5
4760000,6321,3,1,2,1,0,1,0,1,1,0,0,0,2107.0,0.3333333333333333
4795000,8100,4,1,4,1,0,1,0,1,2,0,1,0,2025.0,0.25
3290000,3480,4,1,2,0,0,0,0,0,1,0,1,0,870.0,0.25
3850000,2015,3,1,2,1,0,1,0,0,0,1,1,0,671.6666666666666,0.3333333333333333
3353000,2700,3,1,1,0,0,0,0,0,0,0,0,0,900.0,0.3333333333333333
7245000,9000,4,2,4,1,1,0,0,1,1,1,0,0,2250.0,0.5
7350000,6000,4,2,4,1,1,0,0,1,1,0,0,0,1500.0,0.5
3118850,2398,3,1,1,1,0,0,0,0,0,1,1,0,799.3333333333335,0.3333333333333333
3780000,5830,2,1,1,1,0,0,0,0,2,0,0,1,2915.0,0.5
5600000,4700,4,1,2,1,1,1,0,1,1,0,0,0,1175.0,0.25
4235000,2787,3,1,1,1,0,1,0,0,0,1,0,0,929.0,0.3333333333333333
3395000,4785,3,1,2,1,1,1,0,1,1,0,0,0,1595.0,0.3333333333333333
5229000,7085,3,1,1,1,1,1,0,0,2,1,1,0,2361.6666666666665,0.3333333333333333
6195000,6350,3,2,3,1,1,0,0,1,0,0,0,0,2116.6666666666665,0.6666666666666666
3920000,8080,3,1,1,1,0,0,0,1,2,0,1,0,2693.333333333333,0.3333333333333333
4340000,3500,4,1,2,1,0,0,0,0,2,0,0,0,875.0,0.25
7070000,8880,2,1,1,1,0,0,0,1,1,0,1,0,4440.0,0.5
4473000,3510,3,1,2,1,0,0,0,0,0,0,1,0,1170.0,0.3333333333333333
5740000,4640,4,1,2,1,0,0,0,0,1,0,1,0,1160.0,0.25
8645000,4560,3,2,2,1,1,1,0,1,1,0,0,0,1520.0,0.6666666666666666
2660000,2430,3,1,1,0,0,0,0,0,0,0,0,1,810.0,0.3333333333333333
4270000,7770,2,1,1,1,0,0,0,0,1,0,0,0,3885.0,0.5
6615000,10500,3,2,1,1,0,1,0,1,1,1,0,0,3500.0,0.6666666666666666
8750000,4320,3,1,2,1,0,1,1,0,2,0,1,0,1440.0,0.3333333333333333
4760000,10240,2,1,1,1,0,0,0,1,2,1,0,1,5120.0,0.5
3220000,2684,2,1,1,1,0,0,0,1,1,0,0,1,1342.0,0.5
4403000,4880,3,1,1,1,0,0,0,0,2,1,0,1,1626.666666666667,0.3333333333333333
2660000,2000,2,1,2,1,0,0,0,0,0,0,1,0,1000.0,0.5
4480000,8250,3,1,1,1,0,0,0,0,0,0,0,0,2750.0,0.3333333333333333
5110000,11410,2,1,2,1,0,0,0,0,0,1,0,0,5705.0,0.5
4410000,3968,3,1,2,0,0,0,0,0,0,0,1,0,1322.6666666666667,0.3333333333333333
